CantidadDeBeneficiarios,CantidadBeneficioConsolidado,CantidadUltimobeneficio,CodigoDepartamentoAtencion,CodigoMunicipioAtencion,CondicionSexual,Discapacidad,EstadoBeneficiario,EstadoCivil,Etnia,FechaInscripcionBeneficiario,FechaUltimoBeneficioAsignado,Genero,NivelEscolaridad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Pais,RangoEdad,TipoAsignacionBeneficio,TipoBeneficio,TipoDocumento,TipoPoblacion,RangoValorBeneficioConsolidadoAsignado,RangoValorUltimoBeneficioAsignado
2,4,1,11,11001,ND,ND,NO ACTIVO,Sin Información,ND,2018-03-01,2018-01-01,Hombre,TECNICO,BOGOTA,BOGOTA D.C.,57,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,10,1,25,25754,ND,NO,NO ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Hombre,ND,CUNDINAMARCA,SOACHA,Colombia,>65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2017-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,76,76001,ND,NO,NO ACTIVO,Sin Información,ND,2015-10-01,2015-01-01,Mujer,ND,VALLE,CALI,Colombia,18-29,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,19,19001,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Hombre,ND,CAUCA,POPAYAN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,19,19785,ND,NO,ACTIVO,Sin Información,ND,2016-05-01,2016-01-01,Mujer,ND,CAUCA,SUCRE,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,54,54250,ND,NO,ACTIVO,Sin Información,ND,2015-11-01,2015-01-01,Mujer,ND,NORTE DE SANTANDER,EL TARRA,ND,18-29,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
2,4,1,11,11001,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-04-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,27,27001,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,CHOCO,QUIBDO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,05,05308,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2017-01-01,Mujer,ND,ANTIOQUIA,GIRARDOTA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,12,1,13,13001,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,25,25754,ND,NO,NO ACTIVO,SO,ND,2016-01-01,2015-01-01,Mujer,SIN ESPECIFICAR,CUNDINAMARCA,SOACHA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,25,25001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,CUNDINAMARCA,AGUA DE DIOS,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,5,1,13,13001,ND,NO,NO ACTIVO,UL,ND,2017-11-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20175,ND,NO,NO ACTIVO,DI,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,CESAR,CHIMICHAGUA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
5,6,1,11,11001,M-MUJER,NO,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2018-05-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,12,1,13,13006,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,BOLIVAR,ACHI,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,05,05088,ND,ND,ACTIVO,Sin Información,ND,2018-04-01,2018-01-01,Hombre,ND,ANTIOQUIA,BELLO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50001,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2016-02-01,2015-01-01,Hombre,ND,META,VILLAVICENCIO,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,23,23001,ND,NO,NO ACTIVO,Sin Información,ND,2016-02-01,2017-01-01,Hombre,SIN ESPECIFICAR,CORDOBA,MONTERIA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,9,1,08,08634,ND,NO,NO ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,SABANAGRANDE,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,11,1,08,08296,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,ATLANTICO,GALAPA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,4,1,13,13001,ND,NO,NO ACTIVO,UL,ND,2017-05-01,2018-01-01,Hombre,SIN ESPECIFICAR,BOLIVAR,CARTAGENA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,13,13001,ND,NO,NO ACTIVO,SO,ND,2017-02-01,2017-01-01,Hombre,SIN ESPECIFICAR,BOLIVAR,CARTAGENA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52356,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Mujer,ND,NARIÑO,IPIALES,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,08,08001,ND,NO,ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Hombre,SIN ESPECIFICAR,ATLANTICO,BARRANQUILLA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2017-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
28,4,1,05,05001,M-MUJER,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,2,1,25,25754,ND,NO,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,13,13001,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-05-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,4,1,08,08296,ND,NO,NO ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,GALAPA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,05,05001,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,8,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2017-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,5,1,08,08001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,1,1,15,15176,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Mujer,ND,BOYACA,CHIQUINQUIRA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
4,4,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-12-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,5,1,13,13001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-12-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,25,25754,ND,NO,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,RC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,6,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,7,1,52,52250,ND,NO,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Hombre,ND,NARIÑO,EL CHARCO,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,RC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,ACTIVO,Sin Información,INDIGENA,2018-04-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,2,1,76,76834,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,VALLE,TULUA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,41,41551,ND,NO,NO ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Mujer,ND,HUILA,PITALITO,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,4,1,25,25754,ND,NO,NO ACTIVO,UL,ND,2017-11-01,2018-01-01,Hombre,SIN ESPECIFICAR,CUNDINAMARCA,SOACHA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,2,1,19,19622,ND,NO,ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,CAUCA,ROSAS,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,5,1,47,47170,ND,NO,ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,SECUNDARIA,MAGDALENA,CHIVOLO,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
3,3,1,05,05001,H-HOMBRE,NO,NO ACTIVO,CA,ND,2018-04-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,2,1,13,13001,ND,ND,ACTIVO,Sin Información,ND,2018-08-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,4,1,25,25754,M-MUJER,NO,NO ACTIVO,SO,ND,2018-02-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,5,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05045,ND,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2016-08-01,2016-01-01,Mujer,SIN ESPECIFICAR,ANTIOQUIA,APARTADO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,05,05001,ND,NO,NO ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,Colombia,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,27,27205,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2015-10-01,2015-01-01,Hombre,ND,CHOCO,CONDOTO,ND,18-29,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,08,08001,ND,NO,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
4,1,1,76,76001,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2016-05-01,2016-01-01,Mujer,ND,VALLE,CALI,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05147,ND,NO,NO ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Mujer,ND,ANTIOQUIA,CAREPA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,25,25754,ND,NO,ACTIVO,ND,ND,2017-12-01,2018-01-01,Hombre,ND,CUNDINAMARCA,SOACHA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08758,ND,NO,NO ACTIVO,Sin Información,ND,2018-03-01,2018-01-01,Mujer,ND,ATLANTICO,SOLEDAD,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,NO ACTIVO,SO,ND,2016-05-01,2017-01-01,Mujer,SIN ESPECIFICAR,BOGOTA,BOGOTA D.C.,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,08,08433,ND,NO,ACTIVO,Sin Información,ND,2018-10-01,2018-01-01,Mujer,ND,ATLANTICO,MALAMBO,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-03-01,2018-01-01,Mujer,SIN ESPECIFICAR,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,3,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,76,76109,ND,NO,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,VALLE,BUENAVENTURA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,25,25839,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,CUNDINAMARCA,UBALA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,19,19585,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Mujer,ND,CAUCA,PURACE,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,05,05660,ND,NO,NO ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Hombre,ND,ANTIOQUIA,SAN LUIS,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,52,52678,ND,NO,NO ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Mujer,ND,NARIÑO,SAMANIEGO,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,23,23675,ND,NO,ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Hombre,ND,CORDOBA,SAN BERNARDO DEL VIENTO,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,76,76109,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,VALLE,BUENAVENTURA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
9,4,1,08,08001,ND,NO,ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,70,70713,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,SUCRE,SAN ONOFRE,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
2,5,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-06-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,23,23001,ND,NO,ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Mujer,ND,CORDOBA,MONTERIA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,5,1,13,13140,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,BOLIVAR,CALAMAR,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,73,73217,ND,NO,NO ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Mujer,ND,TOLIMA,COYAIMA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13873,ND,NO,NO ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Hombre,ND,BOLIVAR,VILLANUEVA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41551,ND,ND,ACTIVO,Sin Información,ND,2015-11-01,2015-01-01,Hombre,ND,HUILA,PITALITO,COLOMBIA,30-49,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,54,54874,ND,NO,NO ACTIVO,Sin Información,ND,2015-11-01,2015-01-01,Mujer,ND,NORTE DE SANTANDER,VILLA DEL ROSARIO,Colombia,30-49,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,12,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,4,1,05,05001,ND,NO,NO ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,70,70001,ND,ND,ACTIVO,CA,ND,2016-02-01,2015-01-01,Hombre,ND,SUCRE,SINCELEJO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,76,76001,ND,NO,ACTIVO,Sin Información,INDIGENA,2016-02-01,2015-01-01,Mujer,ND,VALLE,CALI,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
